cbsa_code,cbsa_title,metro_area,county_fips,county_name
24580,"Green Bay, WI",1,55061,"Kewaunee County, Wisconsin"
24580,"Green Bay, WI",1,55083,"Oconto County, Wisconsin"
24620,"Greeneville, TN",0,47059,"Greene County, Tennessee"
24660,"Greensboro-High Point, NC",1,37081,"Guilford County, North Carolina"
24660,"Greensboro-High Point, NC",1,37151,"Randolph County, North Carolina"
24660,"Greensboro-High Point, NC",1,37157,"Rockingham County, North Carolina"
24700,"Greensburg, IN",0,18031,"Decatur County, Indiana"
24740,"Greenville, MS",0,28151,"Washington County, Mississippi"
24780,"Greenville, NC",1,37147,"Pitt County, North Carolina"
24820,"Greenville, OH",0,39037,"Darke County, Ohio"
24860,"Greenville-Anderson, SC",1,45007,"Anderson County, South Carolina"
24860,"Greenville-Anderson, SC",1,45045,"Greenville County, South Carolina"
24860,"Greenville-Anderson, SC",1,45059,"Laurens County, South Carolina"
24860,"Greenville-Anderson, SC",1,45077,"Pickens County, South Carolina"
24900,"Greenwood, MS",0,28015,"Carroll County, Mississippi"
24900,"Greenwood, MS",0,28083,"Leflore County, Mississippi"
24940,"Greenwood, SC",0,45047,"Greenwood County, South Carolina"
24980,"Grenada, MS",0,28043,"Grenada County, Mississippi"
25020,"Guayama, PR",1,72015,"Arroyo Municipio, Puerto Rico"
25020,"Guayama, PR",1,72057,"Guayama Municipio, Puerto Rico"
25020,"Guayama, PR",1,72109,"Patillas Municipio, Puerto Rico"
25060,"Gulfport-Biloxi, MS",1,28045,"Hancock County, Mississippi"
25060,"Gulfport-Biloxi, MS",1,28047,"Harrison County, Mississippi"
25060,"Gulfport-Biloxi, MS",1,28059,"Jackson County, Mississippi"
25060,"Gulfport-Biloxi, MS",1,28131,"Stone County, Mississippi"
25100,"Guymon, OK",0,40139,"Texas County, Oklahoma"
25180,"Hagerstown-Martinsburg, MD-WV",1,24043,"Washington County, Maryland"
25180,"Hagerstown-Martinsburg, MD-WV",1,54003,"Berkeley County, West Virginia"
25180,"Hagerstown-Martinsburg, MD-WV",1,54065,"Morgan County, West Virginia"
25200,"Hailey, ID",0,16013,"Blaine County, Idaho"
25200,"Hailey, ID",0,16025,"Camas County, Idaho"
25220,"Hammond, LA",1,22105,"Tangipahoa Parish, Louisiana"
25260,"Hanford-Corcoran, CA",1,06031,"Kings County, California"
25300,"Hannibal, MO",0,29127,"Marion County, Missouri"
25300,"Hannibal, MO",0,29173,"Ralls County, Missouri"
25420,"Harrisburg-Carlisle, PA",1,42041,"Cumberland County, Pennsylvania"
25420,"Harrisburg-Carlisle, PA",1,42043,"Dauphin County, Pennsylvania"
25420,"Harrisburg-Carlisle, PA",1,42099,"Perry County, Pennsylvania"
25460,"Harrison, AR",0,05009,"Boone County, Arkansas"
25460,"Harrison, AR",0,05101,"Newton County, Arkansas"
25500,"Harrisonburg, VA",1,51165,"Rockingham County, Virginia"
25500,"Harrisonburg, VA",1,51660,"Harrisonburg city, Virginia"
25540,"Hartford-East Hartford-Middletown, CT",1,09003,"Hartford County, Connecticut"
25540,"Hartford-East Hartford-Middletown, CT",1,09007,"Middlesex County, Connecticut"
25540,"Hartford-East Hartford-Middletown, CT",1,09013,"Tolland County, Connecticut"
25580,"Hastings, NE",0,31001,"Adams County, Nebraska"
25620,"Hattiesburg, MS",1,28031,"Covington County, Mississippi"
25620,"Hattiesburg, MS",1,28035,"Forrest County, Mississippi"
25620,"Hattiesburg, MS",1,28073,"Lamar County, Mississippi"
25620,"Hattiesburg, MS",1,28111,"Perry County, Mississippi"
25700,"Hays, KS",0,20051,"Ellis County, Kansas"
25720,"Heber, UT",0,49043,"Summit County, Utah"
25720,"Heber, UT",0,49051,"Wasatch County, Utah"
25740,"Helena, MT",0,30043,"Jefferson County, Montana"
25740,"Helena, MT",0,30049,"Lewis and Clark County, Montana"
25760,"Helena-West Helena, AR",0,05107,"Phillips County, Arkansas"
25780,"Henderson, NC",0,37181,"Vance County, North Carolina"
25820,"Hereford, TX",0,48117,"Deaf Smith County, Texas"
25840,"Hermiston-Pendleton, OR",0,41049,"Morrow County, Oregon"
25840,"Hermiston-Pendleton, OR",0,41059,"Umatilla County, Oregon"
25860,"Hickory-Lenoir-Morganton, NC",1,37003,"Alexander County, North Carolina"
25860,"Hickory-Lenoir-Morganton, NC",1,37023,"Burke County, North Carolina"
25860,"Hickory-Lenoir-Morganton, NC",1,37027,"Caldwell County, North Carolina"
25860,"Hickory-Lenoir-Morganton, NC",1,37035,"Catawba County, North Carolina"
25880,"Hillsdale, MI",0,26059,"Hillsdale County, Michigan"
25900,"Hilo, HI",0,15001,"Hawaii County, Hawaii"
25940,"Hilton Head Island-Bluffton, SC",1,45013,"Beaufort County, South Carolina"
25940,"Hilton Head Island-Bluffton, SC",1,45053,"Jasper County, South Carolina"
25980,"Hinesville, GA",1,13179,"Liberty County, Georgia"
25980,"Hinesville, GA",1,13183,"Long County, Georgia"
26020,"Hobbs, NM",0,35025,"Lea County, New Mexico"
26090,"Holland, MI",0,26005,"Allegan County, Michigan"
26140,"Homosassa Springs, FL",1,12017,"Citrus County, Florida"
26220,"Hood River, OR",0,41027,"Hood River County, Oregon"
26260,"Hope, AR",0,05057,"Hempstead County, Arkansas"
26260,"Hope, AR",0,05099,"Nevada County, Arkansas"
26300,"Hot Springs, AR",1,05051,"Garland County, Arkansas"
26340,"Houghton, MI",0,26061,"Houghton County, Michigan"
26340,"Houghton, MI",0,26083,"Keweenaw County, Michigan"
26380,"Houma-Thibodaux, LA",1,22057,"Lafourche Parish, Louisiana"
26380,"Houma-Thibodaux, LA",1,22109,"Terrebonne Parish, Louisiana"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48015,"Austin County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48039,"Brazoria County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48071,"Chambers County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48157,"Fort Bend County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48167,"Galveston County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48201,"Harris County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48291,"Liberty County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48339,"Montgomery County, Texas"
26420,"Houston-The Woodlands-Sugar Land, TX",1,48473,"Waller County, Texas"
26460,"Hudson, NY",0,36021,"Columbia County, New York"
26500,"Huntingdon, PA",0,42061,"Huntingdon County, Pennsylvania"
26540,"Huntington, IN",0,18069,"Huntington County, Indiana"
26580,"Huntington-Ashland, WV-KY-OH",1,21019,"Boyd County, Kentucky"
26580,"Huntington-Ashland, WV-KY-OH",1,21043,"Carter County, Kentucky"
26580,"Huntington-Ashland, WV-KY-OH",1,21089,"Greenup County, Kentucky"
26580,"Huntington-Ashland, WV-KY-OH",1,39087,"Lawrence County, Ohio"
26580,"Huntington-Ashland, WV-KY-OH",1,54011,"Cabell County, West Virginia"
26580,"Huntington-Ashland, WV-KY-OH",1,54079,"Putnam County, West Virginia"
26580,"Huntington-Ashland, WV-KY-OH",1,54099,"Wayne County, West Virginia"
26620,"Huntsville, AL",1,01083,"Limestone County, Alabama"
26620,"Huntsville, AL",1,01089,"Madison County, Alabama"
26660,"Huntsville, TX",0,48471,"Walker County, Texas"
26700,"Huron, SD",0,46005,"Beadle County, South Dakota"
26700,"Huron, SD",0,46073,"Jerauld County, South Dakota"
26740,"Hutchinson, KS",0,20155,"Reno County, Kansas"
26780,"Hutchinson, MN",0,27085,"McLeod County, Minnesota"
26820,"Idaho Falls, ID",1,16019,"Bonneville County, Idaho"
26820,"Idaho Falls, ID",1,16023,"Butte County, Idaho"
26820,"Idaho Falls, ID",1,16051,"Jefferson County, Idaho"
26860,"Indiana, PA",0,42063,"Indiana County, Pennsylvania"
26900,"Indianapolis-Carmel-Anderson, IN",1,18011,"Boone County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18013,"Brown County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18057,"Hamilton County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18059,"Hancock County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18063,"Hendricks County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18081,"Johnson County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18095,"Madison County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18097,"Marion County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18109,"Morgan County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18133,"Putnam County, Indiana"
26900,"Indianapolis-Carmel-Anderson, IN",1,18145,"Shelby County, Indiana"
26940,"Indianola, MS",0,28133,"Sunflower County, Mississippi"
26980,"Iowa City, IA",1,19103,"Johnson County, Iowa"
26980,"Iowa City, IA",1,19183,"Washington County, Iowa"
27020,"Iron Mountain, MI-WI",0,26043,"Dickinson County, Michigan"
27020,"Iron Mountain, MI-WI",0,55037,"Florence County, Wisconsin"
27060,"Ithaca, NY",1,36109,"Tompkins County, New York"
27100,"Jackson, MI",1,26075,"Jackson County, Michigan"
27140,"Jackson, MS",1,28029,"Copiah County, Mississippi"
27140,"Jackson, MS",1,28049,"Hinds County, Mississippi"
27140,"Jackson, MS",1,28051,"Holmes County, Mississippi"
27140,"Jackson, MS",1,28089,"Madison County, Mississippi"
27140,"Jackson, MS",1,28121,"Rankin County, Mississippi"
27140,"Jackson, MS",1,28127,"Simpson County, Mississippi"
27140,"Jackson, MS",1,28163,"Yazoo County, Mississippi"
27160,"Jackson, OH",0,39079,"Jackson County, Ohio"
27180,"Jackson, TN",1,47023,"Chester County, Tennessee"
27180,"Jackson, TN",1,47033,"Crockett County, Tennessee"
27180,"Jackson, TN",1,47053,"Gibson County, Tennessee"
27180,"Jackson, TN",1,47113,"Madison County, Tennessee"
27220,"Jackson, WY-ID",0,16081,"Teton County, Idaho"
27220,"Jackson, WY-ID",0,56039,"Teton County, Wyoming"
27260,"Jacksonville, FL",1,12003,"Baker County, Florida"
27260,"Jacksonville, FL",1,12019,"Clay County, Florida"
27260,"Jacksonville, FL",1,12031,"Duval County, Florida"
27260,"Jacksonville, FL",1,12089,"Nassau County, Florida"
27260,"Jacksonville, FL",1,12109,"St. Johns County, Florida"
27300,"Jacksonville, IL",0,17137,"Morgan County, Illinois"
27300,"Jacksonville, IL",0,17171,"Scott County, Illinois"
27340,"Jacksonville, NC",1,37133,"Onslow County, North Carolina"
27380,"Jacksonville, TX",0,48073,"Cherokee County, Texas"
27420,"Jamestown, ND",0,38093,"Stutsman County, North Dakota"
27460,"Jamestown-Dunkirk-Fredonia, NY",0,36013,"Chautauqua County, New York"
27500,"Janesville-Beloit, WI",1,55105,"Rock County, Wisconsin"
27530,"Jasper, AL",0,01127,"Walker County, Alabama"
27540,"Jasper, IN",0,18037,"Dubois County, Indiana"
27540,"Jasper, IN",0,18125,"Pike County, Indiana"
27580,"Jayuya, PR",0,72073,"Jayuya Municipio, Puerto Rico"
27600,"Jefferson, GA",0,13157,"Jackson County, Georgia"
27620,"Jefferson City, MO",1,29027,"Callaway County, Missouri"
27620,"Jefferson City, MO",1,29051,"Cole County, Missouri"
27620,"Jefferson City, MO",1,29135,"Moniteau County, Missouri"
27620,"Jefferson City, MO",1,29151,"Osage County, Missouri"
27660,"Jennings, LA",0,22053,"Jefferson Davis Parish, Louisiana"
27700,"Jesup, GA",0,13305,"Wayne County, Georgia"
27740,"Johnson City, TN",1,47019,"Carter County, Tennessee"
27740,"Johnson City, TN",1,47171,"Unicoi County, Tennessee"
27740,"Johnson City, TN",1,47179,"Washington County, Tennessee"
27780,"Johnstown, PA",1,42021,"Cambria County, Pennsylvania"
27860,"Jonesboro, AR",1,05031,"Craighead County, Arkansas"
27860,"Jonesboro, AR",1,05111,"Poinsett County, Arkansas"
27900,"Joplin, MO",1,29097,"Jasper County, Missouri"
27900,"Joplin, MO",1,29145,"Newton County, Missouri"
27940,"Juneau, AK",0,02110,"Juneau City and Borough, Alaska"
27980,"Kahului-Wailuku-Lahaina, HI",1,15009,"Maui County, Hawaii"
28020,"Kalamazoo-Portage, MI",1,26077,"Kalamazoo County, Michigan"
28060,"Kalispell, MT",0,30029,"Flathead County, Montana"
28100,"Kankakee, IL",1,17091,"Kankakee County, Illinois"
28140,"Kansas City, MO-KS",1,20091,"Johnson County, Kansas"
28140,"Kansas City, MO-KS",1,20103,"Leavenworth County, Kansas"
28140,"Kansas City, MO-KS",1,20107,"Linn County, Kansas"
28140,"Kansas City, MO-KS",1,20121,"Miami County, Kansas"
28140,"Kansas City, MO-KS",1,20209,"Wyandotte County, Kansas"
28140,"Kansas City, MO-KS",1,29013,"Bates County, Missouri"
28140,"Kansas City, MO-KS",1,29025,"Caldwell County, Missouri"
28140,"Kansas City, MO-KS",1,29037,"Cass County, Missouri"
28140,"Kansas City, MO-KS",1,29047,"Clay County, Missouri"
28140,"Kansas City, MO-KS",1,29049,"Clinton County, Missouri"
28140,"Kansas City, MO-KS",1,29095,"Jackson County, Missouri"
28140,"Kansas City, MO-KS",1,29107,"Lafayette County, Missouri"
28140,"Kansas City, MO-KS",1,29165,"Platte County, Missouri"
28140,"Kansas City, MO-KS",1,29177,"Ray County, Missouri"
28180,"Kapaa, HI",0,15007,"Kauai County, Hawaii"
28260,"Kearney, NE",0,31019,"Buffalo County, Nebraska"
28260,"Kearney, NE",0,31099,"Kearney County, Nebraska"
28300,"Keene, NH",0,33005,"Cheshire County, New Hampshire"
28340,"Kendallville, IN",0,18113,"Noble County, Indiana"
28380,"Kennett, MO",0,29069,"Dunklin County, Missouri"
28420,"Kennewick-Richland, WA",1,53005,"Benton County, Washington"
28420,"Kennewick-Richland, WA",1,53021,"Franklin County, Washington"
28500,"Kerrville, TX",0,48265,"Kerr County, Texas"
28540,"Ketchikan, AK",0,02130,"Ketchikan Gateway Borough, Alaska"
28580,"Key West, FL",0,12087,"Monroe County, Florida"
28620,"Kill Devil Hills, NC",0,37055,"Dare County, North Carolina"
28660,"Killeen-Temple, TX",1,48027,"Bell County, Texas"
28660,"Killeen-Temple, TX",1,48099,"Coryell County, Texas"
28660,"Killeen-Temple, TX",1,48281,"Lampasas County, Texas"
28700,"Kingsport-Bristol, TN-VA",1,47073,"Hawkins County, Tennessee"
28700,"Kingsport-Bristol, TN-VA",1,47163,"Sullivan County, Tennessee"
28700,"Kingsport-Bristol, TN-VA",1,51169,"Scott County, Virginia"
28700,"Kingsport-Bristol, TN-VA",1,51191,"Washington County, Virginia"
28700,"Kingsport-Bristol, TN-VA",1,51520,"Bristol city, Virginia"
28740,"Kingston, NY",1,36111,"Ulster County, New York"
28780,"Kingsville, TX",0,48261,"Kenedy County, Texas"
28780,"Kingsville, TX",0,48273,"Kleberg County, Texas"
28820,"Kinston, NC",0,37107,"Lenoir County, North Carolina"
28860,"Kirksville, MO",0,29001,"Adair County, Missouri"
28860,"Kirksville, MO",0,29197,"Schuyler County, Missouri"
28900,"Klamath Falls, OR",0,41035,"Klamath County, Oregon"
28940,"Knoxville, TN",1,47001,"Anderson County, Tennessee"
28940,"Knoxville, TN",1,47009,"Blount County, Tennessee"
28940,"Knoxville, TN",1,47013,"Campbell County, Tennessee"
28940,"Knoxville, TN",1,47093,"Knox County, Tennessee"
28940,"Knoxville, TN",1,47105,"Loudon County, Tennessee"
28940,"Knoxville, TN",1,47129,"Morgan County, Tennessee"
28940,"Knoxville, TN",1,47145,"Roane County, Tennessee"
28940,"Knoxville, TN",1,47173,"Union County, Tennessee"
29020,"Kokomo, IN",1,18067,"Howard County, Indiana"
29060,"Laconia, NH",0,33001,"Belknap County, New Hampshire"
29100,"La Crosse-Onalaska, WI-MN",1,27055,"Houston County, Minnesota"
29100,"La Crosse-Onalaska, WI-MN",1,55063,"La Crosse County, Wisconsin"
29180,"Lafayette, LA",1,22001,"Acadia Parish, Louisiana"
29180,"Lafayette, LA",1,22045,"Iberia Parish, Louisiana"
29180,"Lafayette, LA",1,22055,"Lafayette Parish, Louisiana"
29180,"Lafayette, LA",1,22099,"St. Martin Parish, Louisiana"
29180,"Lafayette, LA",1,22113,"Vermilion Parish, Louisiana"
29200,"Lafayette-West Lafayette, IN",1,18007,"Benton County, Indiana"
29200,"Lafayette-West Lafayette, IN",1,18015,"Carroll County, Indiana"
29200,"Lafayette-West Lafayette, IN",1,18157,"Tippecanoe County, Indiana"
29200,"Lafayette-West Lafayette, IN",1,18171,"Warren County, Indiana"
29260,"La Grande, OR",0,41061,"Union County, Oregon"
29300,"LaGrange, GA-AL",0,01017,"Chambers County, Alabama"
29300,"LaGrange, GA-AL",0,13285,"Troup County, Georgia"
29340,"Lake Charles, LA",1,22019,"Calcasieu Parish, Louisiana"
29340,"Lake Charles, LA",1,22023,"Cameron Parish, Louisiana"
29380,"Lake City, FL",0,12023,"Columbia County, Florida"
29420,"Lake Havasu City-Kingman, AZ",1,04015,"Mohave County, Arizona"
29460,"Lakeland-Winter Haven, FL",1,12105,"Polk County, Florida"
29500,"Lamesa, TX",0,48115,"Dawson County, Texas"
29540,"Lancaster, PA",1,42071,"Lancaster County, Pennsylvania"
29620,"Lansing-East Lansing, MI",1,26037,"Clinton County, Michigan"
29620,"Lansing-East Lansing, MI",1,26045,"Eaton County, Michigan"
29620,"Lansing-East Lansing, MI",1,26065,"Ingham County, Michigan"
29620,"Lansing-East Lansing, MI",1,26155,"Shiawassee County, Michigan"
29660,"Laramie, WY",0,56001,"Albany County, Wyoming"
29700,"Laredo, TX",1,48479,"Webb County, Texas"
29740,"Las Cruces, NM",1,35013,"Doña Ana County, New Mexico"
29780,"Las Vegas, NM",0,35033,"Mora County, New Mexico"
29780,"Las Vegas, NM",0,35047,"San Miguel County, New Mexico"
29820,"Las Vegas-Henderson-Paradise, NV",1,32003,"Clark County, Nevada"
29860,"Laurel, MS",0,28061,"Jasper County, Mississippi"
29860,"Laurel, MS",0,28067,"Jones County, Mississippi"
29900,"Laurinburg, NC",0,37165,"Scotland County, North Carolina"
29940,"Lawrence, KS",1,20045,"Douglas County, Kansas"
29980,"Lawrenceburg, TN",0,47099,"Lawrence County, Tennessee"
30020,"Lawton, OK",1,40031,"Comanche County, Oklahoma"
30020,"Lawton, OK",1,40033,"Cotton County, Oklahoma"
30060,"Lebanon, MO",0,29105,"Laclede County, Missouri"
30100,"Lebanon, NH-VT",0,33009,"Grafton County, New Hampshire"
30100,"Lebanon, NH-VT",0,33019,"Sullivan County, New Hampshire"
30100,"Lebanon, NH-VT",0,50017,"Orange County, Vermont"
30100,"Lebanon, NH-VT",0,50027,"Windsor County, Vermont"
30140,"Lebanon, PA",1,42075,"Lebanon County, Pennsylvania"
30220,"Levelland, TX",0,48219,"Hockley County, Texas"
30260,"Lewisburg, PA",0,42119,"Union County, Pennsylvania"
30280,"Lewisburg, TN",0,47117,"Marshall County, Tennessee"
30300,"Lewiston, ID-WA",1,16069,"Nez Perce County, Idaho"
30300,"Lewiston, ID-WA",1,53003,"Asotin County, Washington"
30340,"Lewiston-Auburn, ME",1,23001,"Androscoggin County, Maine"
30380,"Lewistown, PA",0,42087,"Mifflin County, Pennsylvania"
30420,"Lexington, NE",0,31047,"Dawson County, Nebraska"
30420,"Lexington, NE",0,31073,"Gosper County, Nebraska"
30460,"Lexington-Fayette, KY",1,21017,"Bourbon County, Kentucky"
30460,"Lexington-Fayette, KY",1,21049,"Clark County, Kentucky"
30460,"Lexington-Fayette, KY",1,21067,"Fayette County, Kentucky"
30460,"Lexington-Fayette, KY",1,21113,"Jessamine County, Kentucky"
30460,"Lexington-Fayette, KY",1,21209,"Scott County, Kentucky"
30460,"Lexington-Fayette, KY",1,21239,"Woodford County, Kentucky"
30580,"Liberal, KS",0,20175,"Seward County, Kansas"
30620,"Lima, OH",1,39003,"Allen County, Ohio"
30660,"Lincoln, IL",0,17107,"Logan County, Illinois"
30700,"Lincoln, NE",1,31109,"Lancaster County, Nebraska"
30700,"Lincoln, NE",1,31159,"Seward County, Nebraska"
30780,"Little Rock-North Little Rock-Conway, AR",1,05045,"Faulkner County, Arkansas"
30780,"Little Rock-North Little Rock-Conway, AR",1,05053,"Grant County, Arkansas"
30780,"Little Rock-North Little Rock-Conway, AR",1,05085,"Lonoke County, Arkansas"
30780,"Little Rock-North Little Rock-Conway, AR",1,05105,"Perry County, Arkansas"
30780,"Little Rock-North Little Rock-Conway, AR",1,05119,"Pulaski County, Arkansas"
30780,"Little Rock-North Little Rock-Conway, AR",1,05125,"Saline County, Arkansas"
30820,"Lock Haven, PA",0,42035,"Clinton County, Pennsylvania"
30860,"Logan, UT-ID",1,16041,"Franklin County, Idaho"
30860,"Logan, UT-ID",1,49005,"Cache County, Utah"
30900,"Logansport, IN",0,18017,"Cass County, Indiana"
30940,"London, KY",0,21051,"Clay County, Kentucky"
30940,"London, KY",0,21121,"Knox County, Kentucky"
30940,"London, KY",0,21125,"Laurel County, Kentucky"
30940,"London, KY",0,21235,"Whitley County, Kentucky"
30980,"Longview, TX",1,48183,"Gregg County, Texas"
30980,"Longview, TX",1,48203,"Harrison County, Texas"
30980,"Longview, TX",1,48401,"Rusk County, Texas"
30980,"Longview, TX",1,48459,"Upshur County, Texas"
31020,"Longview, WA",1,53015,"Cowlitz County, Washington"
31060,"Los Alamos, NM",0,35028,"Los Alamos County, New Mexico"
31080,"Los Angeles-Long Beach-Anaheim, CA",1,06037,"Los Angeles County, California"
31080,"Los Angeles-Long Beach-Anaheim, CA",1,06059,"Orange County, California"
31140,"Louisville/Jefferson County, KY-IN",1,18019,"Clark County, Indiana"
31140,"Louisville/Jefferson County, KY-IN",1,18043,"Floyd County, Indiana"
31140,"Louisville/Jefferson County, KY-IN",1,18061,"Harrison County, Indiana"
31140,"Louisville/Jefferson County, KY-IN",1,18175,"Washington County, Indiana"
31140,"Louisville/Jefferson County, KY-IN",1,21029,"Bullitt County, Kentucky"
31140,"Louisville/Jefferson County, KY-IN",1,21103,"Henry County, Kentucky"
31140,"Louisville/Jefferson County, KY-IN",1,21111,"Jefferson County, Kentucky"
31140,"Louisville/Jefferson County, KY-IN",1,21185,"Oldham County, Kentucky"
31140,"Louisville/Jefferson County, KY-IN",1,21211,"Shelby County, Kentucky"
31140,"Louisville/Jefferson County, KY-IN",1,21215,"Spencer County, Kentucky"
31180,"Lubbock, TX",1,48107,"Crosby County, Texas"
31180,"Lubbock, TX",1,48303,"Lubbock County, Texas"
31180,"Lubbock, TX",1,48305,"Lynn County, Texas"
31220,"Ludington, MI",0,26105,"Mason County, Michigan"
31260,"Lufkin, TX",0,48005,"Angelina County, Texas"
31300,"Lumberton, NC",0,37155,"Robeson County, North Carolina"
31340,"Lynchburg, VA",1,51009,"Amherst County, Virginia"
31340,"Lynchburg, VA",1,51011,"Appomattox County, Virginia"
31340,"Lynchburg, VA",1,51019,"Bedford County, Virginia"
31340,"Lynchburg, VA",1,51031,"Campbell County, Virginia"
31340,"Lynchburg, VA",1,51680,"Lynchburg city, Virginia"
31380,"Macomb, IL",0,17109,"McDonough County, Illinois"
31420,"Macon-Bibb County, GA",1,13021,"Bibb County, Georgia"
31420,"Macon-Bibb County, GA",1,13079,"Crawford County, Georgia"
31420,"Macon-Bibb County, GA",1,13169,"Jones County, Georgia"
31420,"Macon-Bibb County, GA",1,13207,"Monroe County, Georgia"
31420,"Macon-Bibb County, GA",1,13289,"Twiggs County, Georgia"
31460,"Madera, CA",1,06039,"Madera County, California"
31500,"Madison, IN",0,18077,"Jefferson County, Indiana"
31540,"Madison, WI",1,55021,"Columbia County, Wisconsin"
31540,"Madison, WI",1,55025,"Dane County, Wisconsin"
31540,"Madison, WI",1,55045,"Green County, Wisconsin"
31540,"Madison, WI",1,55049,"Iowa County, Wisconsin"
31580,"Madisonville, KY",0,21107,"Hopkins County, Kentucky"
31620,"Magnolia, AR",0,05027,"Columbia County, Arkansas"
31660,"Malone, NY",0,36033,"Franklin County, New York"
31680,"Malvern, AR",0,05059,"Hot Spring County, Arkansas"
31700,"Manchester-Nashua, NH",1,33011,"Hillsborough County, New Hampshire"
31740,"Manhattan, KS",1,20061,"Geary County, Kansas"
31740,"Manhattan, KS",1,20149,"Pottawatomie County, Kansas"
31740,"Manhattan, KS",1,20161,"Riley County, Kansas"
31820,"Manitowoc, WI",0,55071,"Manitowoc County, Wisconsin"
31860,"Mankato, MN",1,27013,"Blue Earth County, Minnesota"
31860,"Mankato, MN",1,27103,"Nicollet County, Minnesota"
31900,"Mansfield, OH",1,39139,"Richland County, Ohio"
31930,"Marietta, OH",0,39167,"Washington County, Ohio"
31940,"Marinette, WI-MI",0,26109,"Menominee County, Michigan"
31940,"Marinette, WI-MI",0,55075,"Marinette County, Wisconsin"
31980,"Marion, IN",0,18053,"Grant County, Indiana"
32000,"Marion, NC",0,37111,"McDowell County, North Carolina"
32020,"Marion, OH",0,39101,"Marion County, Ohio"
32100,"Marquette, MI",0,26103,"Marquette County, Michigan"
32140,"Marshall, MN",0,27083,"Lyon County, Minnesota"
32180,"Marshall, MO",0,29195,"Saline County, Missouri"
32260,"Marshalltown, IA",0,19127,"Marshall County, Iowa"
32280,"Martin, TN",0,47183,"Weakley County, Tennessee"
32300,"Martinsville, VA",0,51089,"Henry County, Virginia"
32300,"Martinsville, VA",0,51690,"Martinsville city, Virginia"
32340,"Maryville, MO",0,29147,"Nodaway County, Missouri"
32380,"Mason City, IA",0,19033,"Cerro Gordo County, Iowa"
32380,"Mason City, IA",0,19195,"Worth County, Iowa"
32420,"Mayagüez, PR",1,72067,"Hormigueros Municipio, Puerto Rico"
32420,"Mayagüez, PR",1,72083,"Las Marías Municipio, Puerto Rico"
32420,"Mayagüez, PR",1,72097,"Mayagüez Municipio, Puerto Rico"
32460,"Mayfield, KY",0,21083,"Graves County, Kentucky"
32500,"Maysville, KY",0,21161,"Mason County, Kentucky"
32540,"McAlester, OK",0,40121,"Pittsburg County, Oklahoma"
32580,"McAllen-Edinburg-Mission, TX",1,48215,"Hidalgo County, Texas"
32620,"McComb, MS",0,28113,"Pike County, Mississippi"
32660,"McMinnville, TN",0,47177,"Warren County, Tennessee"
32700,"McPherson, KS",0,20113,"McPherson County, Kansas"
32740,"Meadville, PA",0,42039,"Crawford County, Pennsylvania"
32780,"Medford, OR",1,41029,"Jackson County, Oregon"
32820,"Memphis, TN-MS-AR",1,05035,"Crittenden County, Arkansas"
32820,"Memphis, TN-MS-AR",1,28033,"DeSoto County, Mississippi"
32820,"Memphis, TN-MS-AR",1,28093,"Marshall County, Mississippi"
32820,"Memphis, TN-MS-AR",1,28137,"Tate County, Mississippi"
32820,"Memphis, TN-MS-AR",1,28143,"Tunica County, Mississippi"
32820,"Memphis, TN-MS-AR",1,47047,"Fayette County, Tennessee"
32820,"Memphis, TN-MS-AR",1,47157,"Shelby County, Tennessee"
32820,"Memphis, TN-MS-AR",1,47167,"Tipton County, Tennessee"
32860,"Menomonie, WI",0,55033,"Dunn County, Wisconsin"
32900,"Merced, CA",1,06047,"Merced County, California"
32940,"Meridian, MS",0,28023,"Clarke County, Mississippi"
32940,"Meridian, MS",0,28069,"Kemper County, Mississippi"
32940,"Meridian, MS",0,28075,"Lauderdale County, Mississippi"
33020,"Mexico, MO",0,29007,"Audrain County, Missouri"
33060,"Miami, OK",0,40115,"Ottawa County, Oklahoma"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,12011,"Broward County, Florida"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,12086,"Miami-Dade County, Florida"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,12099,"Palm Beach County, Florida"
33140,"Michigan City-La Porte, IN",1,18091,"LaPorte County, Indiana"
