"GeoFips","GeoName","2019","2020"
"29001","Adair, MO",14676,14052
"29003","Andrew, MO",5719,5599
"29005","Atchison, MO",2823,2792
"29007","Audrain, MO",12520,11773
"29009","Barry, MO",20224,19604
"29011","Barton, MO",5527,5424
"29013","Bates, MO",6949,6802
"29015","Benton, MO",6858,6770
"29017","Bollinger, MO",3988,3920
"29019","Boone, MO",130896,126552
"29021","Buchanan, MO",57882,55848
"29023","Butler, MO",24235,23998
"29025","Caldwell, MO",3854,3836
"29027","Callaway, MO",21165,20815
"29029","Camden, MO",24703,23990
"29031","Cape Girardeau, MO",55980,54118
"29033","Carroll, MO",4821,4549
"29035","Carter, MO",2541,2464
"29037","Cass, MO",41846,40741
"29039","Cedar, MO",5727,5804
"29041","Chariton, MO",4022,3997
"29043","Christian, MO",32338,31621
"29045","Clark, MO",2831,2744
"29047","Clay, MO",140764,137162
"29049","Clinton, MO",7292,7175
"29051","Cole, MO",66582,64702
"29053","Cooper, MO",8199,7804
"29055","Crawford, MO",10192,9827
"29057","Dade, MO",3344,3292
"29059","Dallas, MO",5554,5521
"29061","Daviess, MO",4012,3971
"29063","DeKalb, MO",4988,4809
"29065","Dent, MO",6305,6217
"29067","Douglas, MO",4943,4861
"29069","Dunklin, MO",12976,12666
"29071","Franklin, MO",55541,52929
"29073","Gasconade, MO",8521,8207
"29075","Gentry, MO",3930,3775
"29077","Greene, MO",223552,216518
"29079","Grundy, MO",5043,4869
"29081","Harrison, MO",4586,4472
"29083","Henry, MO",10891,10583
"29085","Hickory, MO",2825,2815
"29087","Holt, MO",2407,2361
"29089","Howard, MO",4750,4681
"29091","Howell, MO",21819,20940
"29093","Iron, MO",4629,4489
"29095","Jackson, MO",486678,464398
"29097","Jasper, MO",74776,70656
"29099","Jefferson, MO",73574,71003
"29101","Johnson, MO",27677,27379
"29103","Knox, MO",2273,2206
"29105","Laclede, MO",19437,18498
"29107","Lafayette, MO",13846,13497
"29109","Lawrence, MO",14906,14198
"29111","Lewis, MO",4393,4286
"29113","Lincoln, MO",19822,19479
"29115","Linn, MO",6523,6388
"29117","Livingston, MO",9221,9055
"29119","McDonald, MO",10098,9937
"29121","Macon, MO",8391,8188
"29123","Madison, MO",5520,5337
"29125","Maries, MO",3069,3040
"29127","Marion, MO",17827,17318
"29129","Mercer, MO",1759,1732
"29131","Miller, MO",11379,11098
"29133","Mississippi, MO",4890,4673
"29135","Moniteau, MO",7043,6973
"29137","Monroe, MO",3812,3623
"29139","Montgomery, MO",5170,5094
"29141","Morgan, MO",8123,7988
"29143","New Madrid, MO",9358,9393
"29145","Newton, MO",29219,28595
"29147","Nodaway, MO",12169,11917
"29149","Oregon, MO",4371,4190
"29151","Osage, MO",7275,7219
"29153","Ozark, MO",3256,3212
"29155","Pemiscot, MO",7197,6886
"29157","Perry, MO",13247,12578
"29159","Pettis, MO",26092,24773
"29161","Phelps, MO",24959,24458
"29163","Pike, MO",8145,8042
"29165","Platte, MO",66709,61993
"29167","Polk, MO",14567,14191
"29169","Pulaski, MO",29355,29307
"29171","Putnam, MO",2318,2274
"29173","Ralls, MO",5539,5384
"29175","Randolph, MO",13000,12541
"29177","Ray, MO",7486,7291
"29179","Reynolds, MO",2859,2735
"29181","Ripley, MO",4540,4412
"29183","St. Charles, MO",210380,204875
"29185","St. Clair, MO",3434,3363
"29186","Ste. Genevieve, MO",8827,8709
"29187","St. Francois, MO",30528,29132
"29189","St. Louis, MO",805653,762404
"29195","Saline, MO",12094,11825
"29197","Schuyler, MO",1589,1578
"29199","Scotland, MO",2614,2586
"29201","Scott, MO",21158,20707
"29203","Shannon, MO",3203,3184
"29205","Shelby, MO",3192,3154
"29207","Stoddard, MO",15579,15421
"29209","Stone, MO",11915,11465
"29211","Sullivan, MO",3883,3922
"29213","Taney, MO",39300,34732
"29215","Texas, MO",9546,9367
"29217","Vernon, MO",10761,10338
"29219","Warren, MO",12429,12137
"29221","Washington, MO",7229,6998
"29223","Wayne, MO",4089,3875
"29225","Webster, MO",14516,14443
"29227","Worth, MO",1050,1048
"29229","Wright, MO",7738,7471
"29510","St. Louis (Independent City), MO",291533,273675
"30001","Beaverhead, MT",6259,6043
"30003","Big Horn, MT",5439,5313
"30005","Blaine, MT",2531,2471
"30007","Broadwater, MT",2767,2681
"30009","Carbon, MT",5725,5535
"30011","Carter, MT",880,860
"30013","Cascade, MT",50625,48887
"30015","Chouteau, MT",2702,2649
"30017","Custer, MT",7510,7432
"30019","Daniels, MT",1271,1263
"30021","Dawson, MT",5319,5129
"30023","Deer Lodge, MT",4339,4189
"30025","Fallon, MT",2261,2124
"30027","Fergus, MT",7650,7251
"30029","Flathead, MT",67043,65599
"30031","Gallatin, MT",91356,89376
"30033","Garfield, MT",833,823
"30035","Glacier, MT",5898,5503
"30037","Golden Valley, MT",494,484
"30039","Granite, MT",1773,1654
"30041","Hill, MT",10128,9742
"30043","Jefferson, MT",4851,4715
"30045","Judith Basin, MT",1241,1215
"30047","Lake, MT",14820,14670
"30049","Lewis and Clark, MT",49074,48188
"30051","Liberty, MT",1112,1088
"30053","Lincoln, MT",9107,8751
"30055","McCone, MT",1233,1225
"30057","Madison, MT",7009,6571
"30059","Meagher, MT",1124,1095
"30061","Mineral, MT",2010,1923
"30063","Missoula, MT",86876,83826
"30065","Musselshell, MT",2187,2159
"30067","Park, MT",10717,10196
"30069","Petroleum, MT",319,307
"30071","Phillips, MT",2567,2517
"30073","Pondera, MT",2798,2737
"30075","Powder River, MT",1143,1124
"30077","Powell, MT",3742,3637
"30079","Prairie, MT",640,617
"30081","Ravalli, MT",21949,21713
"30083","Richland, MT",8033,7709
"30085","Roosevelt, MT",5250,5025
"30087","Rosebud, MT",5101,4891
"30089","Sanders, MT",5466,5429
"30091","Sheridan, MT",2415,2356
"30093","Silver Bow, MT",21117,20349
"30095","Stillwater, MT",5613,5548
"30097","Sweet Grass, MT",2744,2738
"30099","Teton, MT",3594,3550
"30101","Toole, MT",2982,2918
"30103","Treasure, MT",382,372
"30105","Valley, MT",4792,4639
"30107","Wheatland, MT",1078,1010
"30109","Wibaux, MT",622,603
"30111","Yellowstone, MT",110061,107891
"31001","Adams, NE",20837,20285
"31003","Antelope, NE",4423,4722
"31005","Arthur, NE",311,312
"31007","Banner, NE",453,451
"31009","Blaine, NE",353,350
"31011","Boone, NE",3864,3771
"31013","Box Butte, NE",6817,6456
"31015","Boyd, NE",1185,1149
"31017","Brown, NE",2125,2099
"31019","Buffalo, NE",36935,35466
"31021","Burt, NE",3361,3358
"31023","Butler, NE",4543,4383
"31025","Cass, NE",10246,9920
"31027","Cedar, NE",5027,4926
"31029","Chase, NE",3027,2981
"31031","Cherry, NE",4263,4159
"31033","Cheyenne, NE",6287,5889
"31035","Clay, NE",3821,3700
"31037","Colfax, NE",6662,6587
"31039","Cuming, NE",6202,6173
"31041","Custer, NE",7910,7695
"31043","Dakota, NE",14952,14380
"31045","Dawes, NE",4868,4715
"31047","Dawson, NE",15337,15155
"31049","Deuel, NE",1088,1075
"31051","Dixon, NE",3027,2989
"31053","Dodge, NE",22892,22931
"31055","Douglas, NE",441924,424515
"31057","Dundy, NE",1218,1208
"31059","Fillmore, NE",3647,3565
"31061","Franklin, NE",1526,1491
"31063","Frontier, NE",1615,1534
"31065","Furnas, NE",3012,2966
"31067","Gage, NE",13207,12725
"31069","Garden, NE",1174,1142
"31071","Garfield, NE",1473,1451
"31073","Gosper, NE",1108,1089
"31075","Grant, NE",453,444
"31077","Greeley, NE",1525,1508
"31079","Hall, NE",43811,42111
"31081","Hamilton, NE",5665,5573
"31083","Harlan, NE",1885,1823
"31085","Hayes, NE",599,600
"31087","Hitchcock, NE",1546,1538
"31089","Holt, NE",8282,8112
"31091","Hooker, NE",618,604
"31093","Howard, NE",3255,3203
"31095","Jefferson, NE",4836,4782
"31097","Johnson, NE",2646,2596
"31099","Kearney, NE",3642,3568
"31101","Keith, NE",5349,5229
"31103","Keya Paha, NE",616,616
"31105","Kimball, NE",2433,2343
"31107","Knox, NE",5269,5186
"31109","Lancaster, NE",226499,217908
"31111","Lincoln, NE",21736,21024
"31113","Logan, NE",452,444
"31115","Loup, NE",401,400
"31117","McPherson, NE",292,286
"31119","Madison, NE",28813,27921
"31121","Merrick, NE",3937,3764
"31123","Morrill, NE",2783,2735
"31125","Nance, NE",1918,1854
"31127","Nemaha, NE",4394,4277
"31129","Nuckolls, NE",2531,2522
"31131","Otoe, NE",9568,9319
"31133","Pawnee, NE",1653,1623
"31135","Perkins, NE",2198,2184
"31137","Phelps, NE",7117,6912
"31139","Pierce, NE",3910,3865
"31141","Platte, NE",25035,24336
"31143","Polk, NE",2784,2727
"31145","Red Willow, NE",7259,7071
"31147","Richardson, NE",4329,4219
"31149","Rock, NE",1121,1113
"31151","Saline, NE",9702,9377
"31153","Sarpy, NE",104270,101746
"31155","Saunders, NE",10336,10130
"31157","Scotts Bluff, NE",22859,22194
"31159","Seward, NE",9972,9489
"31161","Sheridan, NE",2971,2946
"31163","Sherman, NE",1646,1590
"31165","Sioux, NE",705,712
"31167","Stanton, NE",2703,2686
"31169","Thayer, NE",3523,3440
"31171","Thomas, NE",504,488
"31173","Thurston, NE",3993,3899
"31175","Valley, NE",3083,3023
"31177","Washington, NE",11421,11147
"31179","Wayne, NE",6094,6003
"31181","Webster, NE",1888,1823
"31183","Wheeler, NE",687,675
"31185","York, NE",10779,10367
"32001","Churchill, NV",12403,12401
"32003","Clark, NV",1388106,1240452
"32005","Douglas, NV",30323,28026
"32007","Elko, NV",28539,27027
"32009","Esmeralda, NV",442,405
"32011","Eureka, NV",4819,4784
"32013","Humboldt, NV",9810,9452
"32015","Lander, NV",4124,4084
"32017","Lincoln, NV",2280,2210
"32019","Lyon, NV",17985,17317
"32021","Mineral, NV",2149,2114
"32023","Nye, NV",17098,16811
"32027","Pershing, NV",2506,2534
"32029","Storey, NV",18646,18545
"32031","Washoe, NV",300239,283632
"32033","White Pine, NV",5298,5215
"32510","Carson City (Independent City), NV",39681,38038
"33001","Belknap, NH",37971,35664
"33003","Carroll, NH",31204,28750
"33005","Cheshire, NH",44562,42508
"33007","Coos, NH",16785,15536
"33009","Grafton, NH",73753,69879
"33011","Hillsborough, NH",276482,263204
"33013","Merrimack, NH",104193,99277
"33015","Rockingham, NH",215606,205336
"33017","Strafford, NH",69665,66622
"33019","Sullivan, NH",20045,19405
"34001","Atlantic, NJ",169836,147203
"34003","Bergen, NJ",663606,607115
"34005","Burlington, NJ",279990,265311
"34007","Camden, NJ",280253,258461
"34009","Cape May, NJ",62092,56415
"34011","Cumberland, NJ",75997,71912
"34013","Essex, NJ",492626,450641
"34015","Gloucester, NJ",152852,144345
"34017","Hudson, NJ",387108,359588
"34019","Hunterdon, NJ",77181,71480
"34021","Mercer, NJ",296370,280513
"34023","Middlesex, NJ",570510,533641
"34025","Monmouth, NJ",401329,371997
"34027","Morris, NJ",410640,384061
"34029","Ocean, NJ",272744,254501
"34031","Passaic, NJ",245402,225829
"34033","Salem, NJ",28173,26879
"34035","Somerset, NJ",263548,246609
"34037","Sussex, NJ",61608,57390
"34039","Union, NJ",328975,306940
"34041","Warren, NJ",49145,45375
"35001","Bernalillo, NM",434221,410904
"35003","Catron, NM",1608,1607
"35005","Chaves, NM",28598,27678
"35006","Cibola, NM*",9974,9708
"35007","Colfax, NM",6387,5736
"35009","Curry, NM",26302,26050
"35011","De Baca, NM",900,875
"35013","Doña Ana, NM",103242,99222
"35015","Eddy, NM",42030,38356
"35017","Grant, NM",12861,12079
"35019","Guadalupe, NM",2158,2070
"35021","Harding, NM",441,437
"35023","Hidalgo, NM",2106,1991
"35025","Lea, NM",43385,37778
"35027","Lincoln, NM",10630,9942
"35028","Los Alamos, NM",20220,20426
"35029","Luna, NM",9622,9277
"35031","McKinley, NM",28855,27147
"35033","Mora, NM",1677,1637
"35035","Otero, NM",28375,27787
"35037","Quay, NM",4039,3853
"35039","Rio Arriba, NM",15155,14439
"35041","Roosevelt, NM",8027,7887
"35043","Sandoval, NM",48894,46311
"35045","San Juan, NM",60253,55253
"35047","San Miguel, NM",11624,11022
"35049","Santa Fe, NM",94310,86671
"35051","Sierra, NM",4944,5000
"35053","Socorro, NM",7635,7277
"35055","Taos, NM",17588,16220
"35057","Torrance, NM",5224,5205
"35059","Union, NM",2250,2080
"35061","Valencia, NM*",23425,22833
"36001","Albany, NY",281431,262764
"36003","Allegany, NY",18533,17377
"36005","Bronx, NY",483752,449817
"36007","Broome, NY",107117,97484
"36009","Cattaraugus, NY",37182,33861
"36011","Cayuga, NY",34178,31646
"36013","Chautauqua, NY",63394,57552
"36015","Chemung, NY",43381,40465
"36017","Chenango, NY",23471,22245
"36019","Clinton, NY",43396,39805
"36021","Columbia, NY",33007,30282
"36023","Cortland, NY",23696,21636
"36025","Delaware, NY",21929,20484
"36027","Dutchess, NY",156647,143609
"36029","Erie, NY",585858,534287
"36031","Essex, NY",20645,18863
"36033","Franklin, NY",23809,21935
"36035","Fulton, NY",21829,20340
"36037","Genesee, NY",29777,27351
"36039","Greene, NY",21323,19972
"36041","Hamilton, NY",2611,2392
"36043","Herkimer, NY",23519,21966
"36045","Jefferson, NY",67177,63215
"36047","Kings, NY",1215309,1128238
"36049","Lewis, NY",10047,9504
"36051","Livingston, NY",27781,25443
"36053","Madison, NY",30773,28450
"36055","Monroe, NY",495895,455337
"36057","Montgomery, NY",24666,22772
"36059","Nassau, NY",919880,833867
"36061","New York, NY",3158341,2788343
"36063","Niagara, NY",93149,83534
"36065","Oneida, NY",132780,122126
"36067","Onondaga, NY",312955,288854
"36069","Ontario, NY",68572,63249
"36071","Orange, NY",201566,186160
"36073","Orleans, NY",15868,14711
"36075","Oswego, NY",44583,40985
"36077","Otsego, NY",33148,29765
"36079","Putnam, NY",41790,38624
"36081","Queens, NY",1071295,965896
"36083","Rensselaer, NY",73303,69160
"36085","Richmond, NY",188437,176404
"36087","Rockland, NY",179492,165176
"36089","St. Lawrence, NY",46958,44076
"36091","Saratoga, NY",126459,115992
"36093","Schenectady, NY",80502,73924
"36095","Schoharie, NY",12976,11620
"36097","Schuyler, NY",7454,6929
"36099","Seneca, NY",16775,14762
"36101","Steuben, NY",48538,44917
"36103","Suffolk, NY",905373,829113
"36105","Sullivan, NY",38559,34954
"36107","Tioga, NY",19155,17629
"36109","Tompkins, NY",68196,63930
"36111","Ulster, NY",91168,83149
"36113","Warren, NY",47967,43403
"36115","Washington, NY",22972,21513
"36117","Wayne, NY",38144,36022
"36119","Westchester, NY",634252,575726
"36121","Wyoming, NY",18287,17358
"36123","Yates, NY",12008,10967
"37001","Alamance, NC",85901,82268
"37003","Alexander, NC",14151,13244
"37005","Alleghany, NC",5836,5502
"37007","Anson, NC",10119,9500
"37009","Ashe, NC",12805,12350
"37011","Avery, NC",10234,9781
"37013","Beaufort, NC",21850,21585
"37015","Bertie, NC",7990,7723
"37017","Bladen, NC",17373,17018
"37019","Brunswick, NC",54776,53492
"37021","Buncombe, NC",191679,176548
"37023","Burke, NC",39724,38085
"37025","Cabarrus, NC",108586,104318
"37027","Caldwell, NC",34726,33970
"37029","Camden, NC",2607,2488
"37031","Carteret, NC",36841,35303
"37033","Caswell, NC",5608,5345
"37035","Catawba, NC",111968,106181
"37037","Chatham, NC",28306,27294
"37039","Cherokee, NC",12051,11457
"37041","Chowan, NC",6792,6580
"37043","Clay, NC",3839,3720
"37045","Cleveland, NC",47221,45477
"37047","Columbus, NC",22710,22029
"37049","Craven, NC",59723,57686
"37051","Cumberland, NC",208506,201400
"37053","Currituck, NC",11613,10855
"37055","Dare, NC",29796,27899
"37057","Davidson, NC",65982,63575
"37059","Davie, NC",19263,18618
"37061","Duplin, NC",25154,24253
"37063","Durham, NC",276099,274261
"37065","Edgecombe, NC",21008,20053
"37067","Forsyth, NC",251975,239975
"37069","Franklin, NC",21439,20883
"37071","Gaston, NC",102111,96124
"37073","Gates, NC",2971,3013
"37075","Graham, NC",3439,3174
"37077","Granville, NC",28203,27093
"37079","Greene, NC",6661,6646
"37081","Guilford, NC",383283,364470
"37083","Halifax, NC",21016,19794
"37085","Harnett, NC",41434,40291
"37087","Haywood, NC",27226,25802
"37089","Henderson, NC",57745,55555
"37091","Hertford, NC",11635,11185
"37093","Hoke, NC",14189,13645
"37095","Hyde, NC",3206,2989
"37097","Iredell, NC",105256,103188
"37099","Jackson, NC",24178,23192
"37101","Johnston, NC",80569,79652
"37103","Jones, NC",2929,2827
"37105","Lee, NC",34029,32834
"37107","Lenoir, NC",36342,35103
"37109","Lincoln, NC",36104,35442
"37111","McDowell, NC",20709,19959
"37113","Macon, NC",17625,16966
"37115","Madison, NC",7928,7562
"37117","Martin, NC",9655,9348
"37119","Mecklenburg, NC",951370,923259
"37121","Mitchell, NC",6895,6542
"37123","Montgomery, NC",12621,12081
"37125","Moore, NC",54265,51154
"37127","Nash, NC",53441,50623
"37129","New Hanover, NC",165720,158849
"37131","Northampton, NC",7318,7096
"37133","Onslow, NC",111779,107932
"37135","Orange, NC",106939,102132
"37137","Pamlico, NC",5044,4782
"37139","Pasquotank, NC",21843,21146
"37141","Pender, NC",21884,21214
"37143","Perquimans, NC",4032,3876
"37145","Person, NC",14341,13679
"37147","Pitt, NC",103914,99659
"37149","Polk, NC",8660,8414
"37151","Randolph, NC",64364,60887
"37153","Richmond, NC",18202,17535
"37155","Robeson, NC",53662,51750
"37157","Rockingham, NC",35609,33651
"37159","Rowan, NC",67788,64527
"37161","Rutherford, NC",26888,25217
"37163","Sampson, NC",26385,24906
"37165","Scotland, NC",15484,14405
"37167","Stanly, NC",27200,25973
"37169","Stokes, NC",13516,13084
"37171","Surry, NC",39725,37109
"37173","Swain, NC",8540,8027
"37175","Transylvania, NC",15458,14719
"37177","Tyrrell, NC",1637,1536
"37179","Union, NC",102872,99188
"37181","Vance, NC",19050,17973
"37183","Wake, NC",796057,763193
"37185","Warren, NC",5188,5031
"37187","Washington, NC",4238,4093
"37189","Watauga, NC",35188,32743
"37191","Wayne, NC",59868,57941
"37193","Wilkes, NC",30472,28832
"37195","Wilson, NC",47681,45908
"37197","Yadkin, NC",15055,14049
"37199","Yancey, NC",7488,7117
"38001","Adams, ND",1663,1581
"38003","Barnes, ND",7056,6816
"38005","Benson, ND",3134,3019
"38007","Billings, ND",954,928
"38009","Bottineau, ND",4416,4236
"38011","Bowman, ND",2421,2219
"38013","Burke, ND",1445,1345
"38015","Burleigh, ND",74305,71532
"38017","Cass, ND",152788,147019
"38019","Cavalier, ND",2829,2761
"38021","Dickey, ND",3142,3042
"38023","Divide, ND",1634,1544
"38025","Dunn, ND",3582,3320
"38027","Eddy, ND",1436,1386
"38029","Emmons, ND",2078,2068
"38031","Foster, ND",2483,2462
"38033","Golden Valley, ND",1223,1205
"38035","Grand Forks, ND",53962,51468
"38037","Grant, ND",1400,1377
"38039","Griggs, ND",1664,1618
"38041","Hettinger, ND",1679,1640
"38043","Kidder, ND",1571,1545
"38045","LaMoure, ND",2570,2488
"38047","Logan, ND",1388,1339
"38049","McHenry, ND",2877,2809
"38051","McIntosh, ND",1857,1799
"38053","McKenzie, ND",15591,12832
"38055","McLean, ND",5685,5567
"38057","Mercer, ND",5759,5496
"38059","Morton, ND",17512,17094
"38061","Mountrail, ND",8090,7126
"38063","Nelson, ND",1958,1923
"38065","Oliver, ND",1255,1205
"38067","Pembina, ND",5100,4959
"38069","Pierce, ND",2887,2761
"38071","Ramsey, ND",8322,8047
"38073","Ransom, ND",3363,3231
"38075","Renville, ND",1377,1337
"38077","Richland, ND",10857,10339
"38079","Rolette, ND",6097,5775
"38081","Sargent, ND",4661,4594
"38083","Sheridan, ND",796,775
"38085","Sioux, ND",1996,1905
"38087","Slope, ND",509,500
"38089","Stark, ND",26944,24326
"38091","Steele, ND",1248,1199
"38093","Stutsman, ND",14555,14135
"38095","Towner, ND",1604,1582
"38097","Traill, ND",5095,4990
"38099","Walsh, ND",7157,6899
"38101","Ward, ND",48529,45965
"38103","Wells, ND",2745,2674
"38105","Williams, ND",36683,30894
"39001","Adams, OH",10450,10243
"39003","Allen, OH",62954,60185
"39005","Ashland, OH",27007,25905
"39007","Ashtabula, OH",42754,40206
"39009","Athens, OH",31051,29480
"39011","Auglaize, OH",28570,26734
"39013","Belmont, OH",29657,26938
"39015","Brown, OH",13941,13455
"39017","Butler, OH",209443,198885
"39019","Carroll, OH",10315,9707
"39021","Champaign, OH",15872,14985
"39023","Clark, OH",61890,58171
"39025","Clermont, OH",86495,82663
"39027","Clinton, OH",23701,22695
"39029","Columbiana, OH",42297,40228
"39031","Coshocton, OH",15661,14737
"39033","Crawford, OH",17594,16995
"39035","Cuyahoga, OH",943580,886370
"39037","Darke, OH",26660,25609
"39039","Defiance, OH",20546,19403
"39041","Delaware, OH",129874,123115
"39043","Erie, OH",47197,43124
"39045","Fairfield, OH",65583,62987
"39047","Fayette, OH",14376,13765
"39049","Franklin, OH",1003851,957592
"39051","Fulton, OH",24424,23151
"39053","Gallia, OH",15253,14647
"39055","Geauga, OH",56128,53592
"39057","Greene, OH",104285,101112
"39059","Guernsey, OH",20559,19184
"39061","Hamilton, OH",660956,624083
"39063","Hancock, OH",56819,53991
"39065","Hardin, OH",12121,11633
"39067","Harrison, OH",5591,5249
"39069","Henry, OH",14872,14223
"39071","Highland, OH",16870,16563
"39073","Hocking, OH",10057,9837
"39075","Holmes, OH",30757,30162
"39077","Huron, OH",28767,27243
"39079","Jackson, OH",13539,13402
"39081","Jefferson, OH",27400,26253
"39083","Knox, OH",30982,29530
"39085","Lake, OH",127772,119512
"39087","Lawrence, OH",18782,18698
"39089","Licking, OH",88975,93005
"39091","Logan, OH",25466,23833
"39093","Lorain, OH",135052,126948
"39095","Lucas, OH",266574,246898
"39097","Madison, OH",23660,23091
"39099","Mahoning, OH",130802,122682
"39101","Marion, OH",31639,29838
"39103","Medina, OH",88667,83560
"39105","Meigs, OH",6324,6039
"39107","Mercer, OH",27516,26524
"39109","Miami, OH",55476,53566
"39111","Monroe, OH",5749,5901
"39113","Montgomery, OH",328817,311190
"39115","Morgan, OH",4726,4538
"39117","Morrow, OH",10767,10332
"39119","Muskingum, OH",44819,43681
"39121","Noble, OH",4818,4628
"39123","Ottawa, OH",20132,19076
"39125","Paulding, OH",7185,7003
"39127","Perry, OH",10883,10082
"39129","Pickaway, OH",20585,20025
"39131","Pike, OH",12830,12376
"39133","Portage, OH",78933,74748
"39135","Preble, OH",16111,15552
"39137","Putnam, OH",17671,16961
"39139","Richland, OH",64762,60799
"39141","Ross, OH",38044,36223
"39143","Sandusky, OH",32333,30429
"39145","Scioto, OH",31463,30738
"39147","Seneca, OH",26884,25357
"39149","Shelby, OH",34209,32271
"39151","Stark, OH",209960,198778
"39153","Summit, OH",349540,330670
"39155","Trumbull, OH",89484,82759
"39157","Tuscarawas, OH",50288,47818
"39159","Union, OH",43485,41819
"39161","Van Wert, OH",15823,14892
"39163","Vinton, OH",3728,3568
"39165","Warren, OH",132836,127027
"39167","Washington, OH",34512,32496
"39169","Wayne, OH",69989,65430
"39171","Williams, OH",22632,21232
"39173","Wood, OH",87540,83457
"39175","Wyandot, OH",12751,11989
"40001","Adair, OK",7863,7741
"40003","Alfalfa, OK",3051,2929
"40005","Atoka, OK",6176,6150
"40007","Beaver, OK",3468,3154
"40009","Beckham, OK",14125,12962
"40011","Blaine, OK",5578,5087
"40013","Bryan, OK",26421,26828
"40015","Caddo, OK",11973,11668
"40017","Canadian, OK",60574,55379
"40019","Carter, OK",32184,30603
"40021","Cherokee, OK",21354,21894
"40023","Choctaw, OK",6726,6633
"40025","Cimarron, OK",1696,1722
"40027","Cleveland, OK",131593,128937
"40029","Coal, OK",2763,2527
"40031","Comanche, OK",66921,64887
"40033","Cotton, OK",2758,2646
"40035","Craig, OK",8125,7768
"40037","Creek, OK",30024,28955
"40039","Custer, OK",18781,17650
"40041","Delaware, OK",15199,14979
"40043","Dewey, OK",3491,3193
"40045","Ellis, OK",2584,2520
"40047","Garfield, OK",36786,35422
"40049","Garvin, OK",15716,15299
"40051","Grady, OK",22254,20922
"40053","Grant, OK",2888,2896
"40055","Greer, OK",2017,1939
"40057","Harmon, OK",1295,1279
"40059","Harper, OK",2077,2072
"40061","Haskell, OK",5700,5532
"40063","Hughes, OK",5289,5147
"40065","Jackson, OK",14456,14214
"40067","Jefferson, OK",2243,2226
"40069","Johnston, OK",4635,4460
"40071","Kay, OK",24069,23280
"40073","Kingfisher, OK",11771,10990
"40075","Kiowa, OK",3431,3419
"40077","Latimer, OK",4410,4280
"40079","Le Flore, OK",19169,18664
"40081","Lincoln, OK",13439,13187
"40083","Logan, OK",16603,16609
"40085","Love, OK",7813,8084
"40087","McClain, OK",17498,17431
"40089","McCurtain, OK",16823,16948
"40091","McIntosh, OK",7373,7219
"40093","Major, OK",4764,4467
"40095","Marshall, OK",6942,6643
"40097","Mayes, OK",18733,18246
"40099","Murray, OK",8001,7535
"40101","Muskogee, OK",40459,38734
"40103","Noble, OK",7147,6780
"40105","Nowata, OK",3765,3738
"40107","Okfuskee, OK",4667,4418
"40109","Oklahoma, OK",624388,600752
"40111","Okmulgee, OK",14855,14715
"40113","Osage, OK",13654,13191
"40115","Ottawa, OK",16457,16050
"40117","Pawnee, OK",6277,5963
"40119","Payne, OK",48876,46939
"40121","Pittsburg, OK",22747,21316
"40123","Pontotoc, OK",26358,25840
"40125","Pottawatomie, OK",33194,32109
"40127","Pushmataha, OK",4717,4702
"40129","Roger Mills, OK",2397,2324
"40131","Rogers, OK",42456,40128
"40133","Seminole, OK",11129,10524
"40135","Sequoyah, OK",15086,14640
"40137","Stephens, OK",22605,21675
"40139","Texas, OK",12388,12317
"40141","Tillman, OK",3016,2940
"40143","Tulsa, OK",482749,461583
"40145","Wagoner, OK",20604,20451
"40147","Washington, OK",26693,25799
"40149","Washita, OK",4612,4454
"40151","Woods, OK",5668,5548
"40153","Woodward, OK",13205,12547
"41001","Baker, OR",8573,8344
"41003","Benton, OR",52444,49647
"41005","Clackamas, OR",237317,226591
"41007","Clatsop, OR",25554,23721
"41009","Columbia, OR",17761,17259
"41011","Coos, OR",31978,30810
"41013","Crook, OR",10361,10242
"41015","Curry, OR",10480,10121
"41017","Deschutes, OR",126276,121784
"41019","Douglas, OR",52462,51192
"41021","Gilliam, OR",1499,1503
"41023","Grant, OR",3863,3779
"41025","Harney, OR",4233,4143
"41027","Hood River, OR",18276,17206
"41029","Jackson, OR",125059,120756
"41031","Jefferson, OR",9652,9384
"41033","Josephine, OR",40155,39295
"41035","Klamath, OR",31133,30105
"41037","Lake, OR",3827,3797
"41039","Lane, OR",212956,201967
"41041","Lincoln, OR",26383,24313
"41043","Linn, OR",63210,60634
"41045","Malheur, OR",17196,16994
"41047","Marion, OR",196234,189523
"41049","Morrow, OR",7954,7929
"41051","Multnomah, OR",674821,629313
"41053","Polk, OR",31572,30739
"41055","Sherman, OR",1491,1489
"41057","Tillamook, OR",14053,13325
"41059","Umatilla, OR",39568,38546
"41061","Union, OR",14674,14202
"41063","Wallowa, OR",4858,4758
"41065","Wasco, OR",14542,14029
"41067","Washington, OR",391407,373342
"41069","Wheeler, OR",731,710
"41071","Yamhill, OR",52551,50478
"42001","Adams, PA",48748,45548
"42003","Allegheny, PA",920079,856331
"42005","Armstrong, PA",24013,22714
"42007","Beaver, PA",76540,70978
"42009","Bedford, PA",22644,21405
"42011","Berks, PA",230258,213229
"42013","Blair, PA",75119,71060
"42015","Bradford, PA",31906,29850
"42017","Bucks, PA",380715,352806
"42019","Butler, PA",118285,112175
"42021","Cambria, PA",65094,60589
"42023","Cameron, PA",2297,2074
"42025","Carbon, PA",22915,20888
"42027","Centre, PA",114832,110209
"42029","Chester, PA",360436,340735
